"absorbed_longwave","alpha","canopy_assimilation_rate","canopy_conductance","canopy_height","canopy_photorespiration_rate","canopy_transpiration_rate","cosine_zenith_angle","cws1","cws2","doy","gbw_canopy","gmst","Grain","GrossAssim","hour","julian_date","kGrain","kLeaf","kRhizome","kRoot","kStem","lai","Leaf","leafdeathrate","LeafLitter","LeafWS","lha","lmst","ncalls","net_assimilation_rate_grain","net_assimilation_rate_leaf","net_assimilation_rate_rhizome","net_assimilation_rate_root","net_assimilation_rate_stem","precip","rh","Rhizome","rhizome_senescence_index","RhizomeLitter","Root","root_senescence_index","RootLitter","Shell","soil_evaporation_rate","soil_water_content","solar","solar_azimuth_angle","solar_dec","solar_ell","solar_ep","solar_g","solar_L","solar_ra","solar_zenith_angle","Sp","Stem","stem_senescence_index","StemLitter","StomataWS","temp","time","time_zone_offset","TTc","vmax","windspeed","year","nrow"
411.95,0,-0.00077291,0.086655,0.46357,0,0.15223,-0.44873,0.21251,0.32,166,0.031802,23.575,0,0,0,2453500,0,0.15,0.105,0.045,0.7,1.3907,1.2643,5,0,0.8391,181.89,17.708,4296,0,0,0,0,0,0,0.86,0.97454,369,0,1.1085,0,0,0,6.7117,0.29313,0,361.94,23.313,84.247,23.438,160.6,83.623,83.733,116.66,1.1,2.6738,0,0,0.77606,18.8,3960,-6,832.6,100,4.91,2005,4296
393.64,0,-0.00063233,0.086905,0.47036,0,0.073824,-0.44816,0.20813,0.32,167,0.014468,23.641,0,0,0,2453500,0,0.15,0.105,0.045,0.7,1.4111,1.2828,5,0,0.83284,181.84,17.774,4296,0,0,0,0,0,0,0.91,0.98918,369,0,1.1148,0,0,0,4.0039,0.29203,0,361.89,23.351,85.202,23.438,161.58,84.609,84.773,116.63,1.1,2.7771,0,0,0.76694,15.5,3984,-6,853.71,100,2.22,2005,4296
400.78,0,-0.00067813,0.087533,0.47693,0,0.33848,-0.44769,0.20564,0.32,168,0.019143,23.706,0,0,0,2453500,0,0.15,0.105,0.045,0.7,1.4308,1.3007,5,0,0.82929,181.78,17.84,4296,0,0,0,0,0,0,0.63,1.0035,369,0,1.121,0,0,0,4.7375,0.29141,0,361.83,23.382,86.157,23.438,162.57,85.595,85.812,116.6,1.1,2.8777,0,0,0.76175,16.8,4008,-6,872.78,100,2.92,2005,4296
382.84,0,-0.00056125,0.088102,0.48275,0,0.14618,-0.44734,0.20354,0.32,169,0.014102,23.772,0,0,0,2453500,0,0.15,0.105,0.045,0.7,1.4483,1.3166,5,0,0.82631,181.73,17.905,4296,0,0,0,0,0,0,0.8,1.0164,369,0,1.1265,0,0,0,3.5785,0.29089,0,361.77,23.407,87.111,23.438,163.55,86.58,86.852,116.57,1.1,2.9672,0,0,0.75738,13.5,4032,-6,890.95,100,2.14,2005,4296
392,0,-0.00063757,0.088903,0.48903,0,0.14495,-0.44708,0.20212,0.32,170,0.012392,23.838,0,0,0,2453500,0,0.15,0.105,0.045,0.7,1.4671,1.3337,5,0,0.82429,181.67,17.971,4296,0,0,0,0,0,0,0.82,1.0303,369,0,1.1324,0,0,0,3.5006,0.29053,0,361.72,23.424,88.066,23.438,164.54,87.566,87.892,116.56,1.1,3.0639,0,0,0.75441,15.2,4056,-6,908.25,100,1.87,2005,4296
408.01,0,-0.00076302,0.089814,0.49583,0,0.28341,-0.44694,0.20079,0.32,171,0.013133,23.903,0,0,0,2453500,0,0.15,0.105,0.045,0.7,1.4875,1.3523,5,0,0.82241,181.62,18.037,4296,0,0,0,0,0,0,0.7,1.0452,369,0,1.1388,0,0,0,3.8926,0.2902,0,361.66,23.435,89.02,23.438,165.53,88.551,88.932,116.55,1.1,3.169,0,0,0.75164,18.1,4080,-6,927.96,100,1.97,2005,4296
405.78,0,-0.00077176,0.090773,0.50222,0,0.22732,-0.4469,0.19999,0.32,172,0.023462,23.969,0,0,0,2453500,0,0.15,0.105,0.045,0.7,1.5067,1.3697,5,0,0.82127,181.57,18.103,4296,0,0,0,0,0,0,0.78,1.0592,369,0,1.1448,0,0,0,5.0533,0.29,0,361.61,23.438,89.975,23.438,166.51,89.537,89.972,116.55,1.1,3.268,0,0,0.74997,17.7,4104,-6,949.98,100,3.5,2005,4296
433.82,0,-0.0010561,0.091925,0.50859,0,0.39904,-0.44697,0.19999,0.32,173,0.021704,0.034886,0,0,0,2453500,0,0.15,0.105,0.045,0.7,1.5258,1.3871,5,0,0.82127,-178.49,-5.8318,4296,0,0,0,0,0,0,0.71,1.0729,369,0,1.1507,0,0,0,5.5266,0.29,0,1.5497,23.435,90.929,23.438,167.5,90.523,91.012,116.55,1.1,3.3668,0,0,0.74997,22.6,4128,-6,972.98,100,3.22,2005,4296
423.36,0,-0.0009537,0.093,0.51455,0,0.40754,-0.44714,0.19998,0.32,174,0.024592,0.1006,0,0,0,2453500,0,0.15,0.105,0.045,0.7,1.5436,1.4033,5,0,0.82126,-178.54,-5.7661,4296,0,0,0,0,0,0,0.68,1.0857,369,0,1.1562,0,0,0,5.5113,0.29,0,1.4945,23.425,91.883,23.438,168.48,91.508,92.052,116.56,1.1,3.4591,0,0,0.74996,20.8,4152,-6,998.01,100,3.63,2005,4296
439.72,0,-0.0011648,0.094094,0.5206,0,0.31926,-0.44743,0.19998,0.32,175,0.02465,0.16631,0,0,0,2453500,0,0.15,0.105,0.045,0.7,1.5618,1.4198,5,0,0.82127,-178.6,-5.7004,4296,0,0,0,0,0,0,0.79,1.0985,369,0,1.1617,0,0,0,5.8727,0.29,0,1.4397,23.408,92.837,23.438,169.47,92.494,93.092,116.58,1.1,3.5529,0,0,0.74997,23.6,4176,-6,1023.4,100,3.62,2005,4296
438.53,0,-0.0011704,0.095185,0.52663,0,0.24089,-0.44782,0.19998,0.32,176,0.022448,0.23202,0,0,0,2453500,0,0.15,0.105,0.045,0.7,1.5799,1.4363,5,0,0.82127,-178.65,-5.6347,4296,0,0,0,0,0,0,0.84,1.1112,369,0,1.1671,0,0,0,5.4889,0.29,0,1.3856,23.384,93.791,23.438,170.45,93.48,94.131,116.6,1.1,3.6464,0,0,0.74997,23.4,4200,-6,1050.9,100,3.28,2005,4296
441.5,0,-0.0011807,0.096163,0.53204,0,0.32415,-0.44831,0.19999,0.32,177,0.0085249,0.29773,0,0,0,2453500,0,0.15,0.105,0.045,0.7,1.5961,1.451,5,0,0.82127,-178.7,-5.5689,4296,0,0,0,0,0,0,0.75,1.1225,369,0,1.172,0,0,0,3.3867,0.29,0,1.332,23.353,94.745,23.438,171.44,94.465,95.169,116.64,1.1,3.7302,0,0,0.74997,23.9,4224,-6,1078.2,100,1.24,2005,4296
444.48,0,-0.0012557,0.097133,0.53741,0,0.36644,-0.44891,0.19998,0.32,178,0.019888,0.36344,0,0,0,2453500,0,0.15,0.105,0.045,0.7,1.6122,1.4657,5,0,0.82126,-178.76,-5.5032,4296,0,0,0,0,0,0,0.77,1.1337,369,0,1.1768,0,0,0,5.1734,0.29,0,1.2792,23.316,95.698,23.438,172.42,95.451,96.207,116.67,1.1,3.8135,0,0,0.74996,24.4,4248,-6,1106.1,100,2.88,2005,4296
436.76,0,-0.0011866,0.098152,0.54304,0,0.21094,-0.44962,0.19999,0.32,179,0.020258,0.42915,0,0,0,2453500,0,0.15,0.105,0.045,0.7,1.6291,1.481,5,0,0.82127,-178.81,-5.4375,4296,0,0,0,0,0,0.381,0.86,1.1455,369,0,1.1818,0,0,0,4.9664,0.29,0,1.2272,23.271,96.652,23.438,173.41,96.437,97.244,116.72,1.1,3.9007,0,0,0.74998,23.1,4272,-6,1133.3,100,2.92,2005,4296
435.58,0,-0.0011846,0.099793,0.54912,0,0.3451,-0.45043,0.20199,0.32,180,0.042669,0.49485,0,0,0,2453600,0,0.15,0.105,0.045,0.7,1.6474,1.4976,5,0,0.8241,-178.86,-5.3718,4296,0,0,0,0,0,0.0106,0.79,1.1583,369,0,1.1873,0,0,0,7.0707,0.2905,0,1.1761,23.22,97.605,23.438,174.4,97.422,98.28,116.77,1.1,3.9948,0,0,0.75414,22.9,4296,-6,1159.8,100,6.12,2005,4296
445.68,0,-0.001339,0.10044,0.5548,0,0.16741,-0.45134,0.2006,0.32,181,0.019612,0.56056,0,0,0,2453600,0,0.15,0.105,0.045,0.7,1.6644,1.5131,5,0,0.82214,-178.91,-5.3061,4296,0,0,0,0,0,0,0.9,1.1702,369,0,1.1924,0,0,0,4.944,0.29015,0,1.1259,23.162,98.559,23.438,175.38,98.408,99.316,116.83,1.1,4.0826,0,0,0.75125,24.6,4320,-6,1186.8,100,2.8,2005,4296
424.51,0,-0.0010641,0.10079,0.55762,0,0.23565,-0.45236,0.19999,0.32,182,0.022324,0.62627,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.6729,1.5208,5,0,0.82127,-178.96,-5.2404,4296,0,0,0,0,0,0,0.83,1.1846,369,0,1.2034,0,0,0,4.7445,0.29,0,1.0768,23.097,99.512,23.438,176.37,99.394,100.35,116.9,1.1,4.17,0,0,0.74998,21,4344,-6,1213.8,100,3.18,2005,4296
399.12,0,-0.00079755,0.10079,0.55762,0,0.18531,-0.45349,0.19999,0.32,183,0.028642,0.69198,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.6729,1.5208,5,0,0.82128,-179,-5.1747,4296,0,0,0,0,0,0,0.83,1.2069,369,0,1.2257,0,0,0,4.6889,0.29,0,1.0288,23.026,100.47,23.438,177.35,100.38,101.38,116.97,1.1,4.2809,0,0,0.74999,16.5,4368,-6,1236,100,4.08,2005,4296
398.57,0,-0.0007918,0.10079,0.55763,0,0.14348,-0.45471,0.19999,0.32,184,0.017199,0.75769,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.6729,1.5208,5,0,0.82128,-179.05,-5.109,4296,0,0,0,0,0,0,0.86,1.2299,369,0,1.2487,0,0,0,3.6207,0.29,0,0.98207,22.947,101.42,23.438,178.34,101.36,102.42,117.05,1.1,4.3935,0,0,0.74998,16.4,4392,-6,1255.1,100,2.45,2005,4296
421.06,0,-0.0010125,0.10079,0.55763,0,0.39463,-0.45604,0.19998,0.32,185,0.026606,0.8234,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.6729,1.5208,5,0,0.82127,-179.1,-5.0433,4296,0,0,0,0,0,0,0.71,1.2506,369,0,1.2694,0,0,0,5.0968,0.29,0,0.93657,22.863,102.37,23.438,179.32,102.35,103.45,117.13,1.1,4.4969,0,0,0.74997,20.4,4416,-6,1277.3,100,3.79,2005,4296
414.78,0,-0.00096791,0.10079,0.55763,0,0.021089,-0.45747,0.2,0.32,186,0.01741,0.88911,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.6729,1.5208,5,0,0.82129,-179.14,-4.9776,4296,0,0,0,0,0,0.0741,0.98,1.2656,369,0,1.2843,0,0,0,3.9807,0.29,0,0.89244,22.771,103.33,23.438,180.31,103.34,104.48,117.22,1.1,4.5727,0,0,0.75,19.3,4440,-6,1300.6,100,2.48,2005,4296
414.78,0,-0.0009449,0.10081,0.55763,0,0.13045,-0.459,0.20007,0.32,187,0.008003,0.95482,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.6729,1.5208,5,0,0.82139,-179.18,-4.9118,4296,0,0,0,0,0,0,0.87,1.2862,369,0,1.305,0,0,0,2.702,0.29002,0,0.84975,22.673,104.28,23.438,181.3,104.32,105.5,117.32,1.1,4.6757,0,0,0.75016,19.3,4464,-6,1323.4,100,1.14,2005,4296
421.06,0,-0.0010308,0.10079,0.55763,0,0.14472,-0.46063,0.19999,0.32,188,0.018954,1.0205,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.6729,1.5208,5,0,0.82128,-179.22,-4.8461,4296,0,0,0,0,0,0,0.89,1.3058,369,0,1.3246,0,0,0,4.2941,0.29,0,0.80857,22.568,105.23,23.438,182.28,105.31,106.53,117.43,1.1,4.7738,0,0,0.74998,20.4,4488,-6,1346.4,100,2.7,2005,4296
415.35,0,-0.00097041,0.10079,0.55763,0,0.11615,-0.46235,0.19999,0.32,189,0.026185,1.0862,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.6729,1.5208,5,0,0.82128,-179.26,-4.7804,4296,0,0,0,0,0,0,0.91,1.3252,369,0,1.3439,0,0,0,4.8999,0.29,0,0.76898,22.457,106.19,23.438,183.27,106.29,107.56,117.54,1.1,4.871,0,0,0.74999,19.4,4512,-6,1369.4,100,3.73,2005,4296
417.62,0,-0.00096546,0.10079,0.55763,0,0.28173,-0.46418,0.19998,0.32,190,0.013549,1.152,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.6729,1.5208,5,0,0.82127,-179.3,-4.7147,4296,0,0,0,0,0,0,0.76,1.3451,369,0,1.3639,0,0,0,3.572,0.29,0,0.73105,22.34,107.14,23.438,184.25,107.28,108.58,117.66,1.1,4.9712,0,0,0.74997,19.8,4536,-6,1392.8,100,1.93,2005,4296
414.78,0,-0.0009451,0.10079,0.55763,0,0.37197,-0.4661,0.19998,0.32,191,0.02801,1.2177,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.6729,1.5208,5,0,0.82126,-179.34,-4.649,4296,0,0,0,0,0,0,0.71,1.3638,369,0,1.3825,0,0,0,5.0629,0.29,0,0.69485,22.216,108.09,23.438,185.24,108.26,109.6,117.78,1.1,5.0656,0,0,0.74996,19.3,4560,-6,1417,100,3.99,2005,4296
422.78,0,-0.0010299,0.10079,0.55763,0,0.37936,-0.46812,0.19998,0.32,192,0.022114,1.2834,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.6729,1.5208,5,0,0.82126,-179.37,-4.5833,4296,0,0,0,0,0,0.0847,0.72,1.3833,369,0,1.4021,0,0,0,4.6866,0.29,0,0.66047,22.085,109.05,23.438,186.22,109.25,110.62,117.91,1.1,5.1647,0,0,0.74996,20.7,4584,-6,1441.5,100,3.15,2005,4296
426.24,0,-0.0010983,0.10083,0.55763,0,0.085467,-0.47023,0.20014,0.32,193,0.032854,1.3491,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.6729,1.5208,5,0,0.82149,-179.4,-4.5176,4296,0,0,0,0,0,0.984,0.94,1.3971,369,0,1.4159,0,0,0,5.7989,0.29004,0,0.62796,21.948,110,23.438,187.21,110.24,111.64,118.05,1.1,5.2337,0,0,0.75029,21.3,4608,-6,1464.9,100,4.68,2005,4296
427.98,0,-0.0011216,0.1031,0.55763,0,0.022331,-0.47243,0.20838,0.32,194,0.01376,1.4148,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.6729,1.5208,5,0,0.83319,-179.43,-4.4519,4296,0,0,0,0,0,0.36,0.98,1.4067,369,0,1.4255,0,0,0,3.7905,0.29209,0,0.59739,21.805,110.95,23.438,188.19,111.22,112.65,118.19,1.1,5.2812,0,0,0.76745,21.6,4632,-6,1487.1,100,1.96,2005,4296
424.51,0,-0.0010732,0.10341,0.55763,0,0.16029,-0.47473,0.2095,0.32,195,0.02773,1.4805,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.6729,1.5208,5,0,0.83479,-179.46,-4.3862,4296,0,0,0,0,0,0.0635,0.89,1.42,369,0,1.4388,0,0,0,5.2959,0.29237,0,0.56885,21.656,111.91,23.438,189.18,112.21,113.67,118.34,1.1,5.3472,0,0,0.76979,21,4656,-6,1510.1,100,3.95,2005,4296
427.4,0,-0.0011164,0.1028,0.55763,0,0.025565,-0.47712,0.20731,0.32,196,0.021201,1.5462,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.6729,1.5208,5,0,0.83167,-179.49,-4.3205,4296,0,0,0,0,0,0.0106,0.98,1.4388,369,0,1.4576,0,0,0,4.6907,0.29183,0,0.54238,21.501,112.86,23.438,190.17,113.19,114.68,118.5,1.1,5.4419,0,0,0.76523,21.5,4680,-6,1534,100,3.02,2005,4296
432.65,0,-0.0011837,0.10236,0.55763,0,0.043109,-0.4796,0.2057,0.32,197,0.012005,1.6119,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.6729,1.5208,5,0,0.82938,-179.51,-4.2547,4296,0,0,0,0,0,0,0.97,1.4517,369,0,1.4705,0,0,0,3.6191,0.29142,0,0.51806,21.339,113.82,23.438,191.15,114.18,115.69,118.66,1.1,5.5064,0,0,0.76187,22.4,4704,-6,1557.4,100,1.71,2005,4296
438.53,0,-0.0012553,0.10187,0.55763,0,0.093187,-0.48216,0.20392,0.32,198,0.016357,1.6776,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.6729,1.5208,5,0,0.82685,-179.53,-4.189,4296,0,0,0,0,0,0,0.94,1.4696,369,0,1.4884,0,0,0,4.3424,0.29098,0,0.49595,21.172,114.77,23.438,192.14,115.16,116.7,118.83,1.1,5.597,0,0,0.75817,23.4,4728,-6,1582.7,100,2.33,2005,4296
442.69,0,-0.0012952,0.099903,0.54955,0,0.10191,-0.48481,0.20211,0.32,199,0.027968,1.7433,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.6486,1.4988,5,0.0088161,0.82428,-179.55,-4.1233,4296,0,0,0,0,0,0.603,0.94,1.4917,369,0,1.5104,0,0,0,5.9002,0.29053,0,0.47612,20.998,115.72,23.438,193.12,116.15,117.7,119,1.1,5.7087,0,0,0.75439,24.1,4752,-6,1608.8,100,4.01,2005,4296
425.66,0,-0.0010274,0.096069,0.52272,0,0.0092122,-0.48755,0.20615,0.32,200,0.014666,1.8091,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.5682,1.4256,5,0.038084,0.83002,-179.57,-4.0576,4296,0,0,0,0,0,0,0.99,1.5129,369,0,1.5317,0,0,0,4.2123,0.29154,0,0.45863,20.819,116.68,23.438,194.11,117.14,118.71,119.18,1.1,5.8135,0,0,0.76281,21.2,4776,-6,1633,100,2.15,2005,4296
433.23,0,-0.0010361,0.090894,0.4972,0,0.26474,-0.49037,0.20417,0.32,201,0.018221,1.8748,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.4916,1.356,5,0.065924,0.82721,-179.59,-3.9919,4296,0,0,0,0,0,0,0.8,1.5368,369,0,1.5556,0,0,0,5.1943,0.29104,0,0.44353,20.634,117.63,23.438,195.09,118.12,119.71,119.37,1.1,5.9318,0,0,0.7587,22.5,4800,-6,1657.8,100,2.73,2005,4296
444.48,0,-0.0011266,0.085986,0.47293,0,0.17734,-0.49328,0.20216,0.32,202,0.027043,1.9405,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.4188,1.2898,5,0.092404,0.82435,-179.6,-3.9262,4296,0,0,0,0,0,0.921,0.88,1.5603,369,0,1.579,0,0,0,7.0706,0.29054,0,0.43089,20.443,118.59,23.438,196.08,119.11,120.71,119.56,1.1,6.0494,0,0,0.7545,24.4,4824,-6,1684.3,100,4.14,2005,4296
425.66,0,-0.00087716,0.083106,0.44984,0,0.10157,-0.49626,0.20809,0.32,203,0.018034,2.0062,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.3495,1.2268,5,0.11759,0.83279,-179.61,-3.8605,4296,0,0,0,0,0,0.37,0.91,1.5829,369,0,1.6016,0,0,0,5.6044,0.29202,0,0.42076,20.246,119.54,23.438,197.06,120.09,121.7,119.75,1.1,6.163,0,0,0.76686,21.2,4848,-6,1710.5,100,2.82,2005,4296
432.65,0,-0.00089569,0.079162,0.42788,0,0.051047,-0.49933,0.20863,0.32,204,0.0065133,2.0719,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.2836,1.1669,5,0.14155,0.83355,-179.62,-3.7948,4296,0,0,0,0,0,0,0.94,1.6067,369,0,1.6255,0,0,0,3.6812,0.29216,0,0.4132,20.044,120.5,23.438,198.05,121.08,122.7,119.96,1.1,6.2811,0,0,0.76797,22.4,4872,-6,1735.4,100,1.04,2005,4296
444.48,0,-0.00097201,0.074741,0.40699,0,0.11224,-0.50247,0.20586,0.32,205,0.021227,2.1376,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.221,1.11,5,0.16434,0.8296,-179.62,-3.7291,4296,0,0,0,0,0,0,0.91,1.6266,369,0,1.6453,0,0,0,7.3985,0.29146,0,0.40826,19.836,121.45,23.438,199.04,122.06,123.69,120.16,1.1,6.3796,0,0,0.7622,24.4,4896,-6,1760.9,100,3.46,2005,4296
457.77,0,-0.001062,0.070551,0.38712,0,0.1087,-0.50568,0.20303,0.32,206,0.024106,2.2033,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.1614,1.0558,5,0.18601,0.82558,-179.63,-3.6634,4296,0,0,0,0,0,0,0.92,1.6461,369,0,1.6649,0,0,0,8.7847,0.29076,0,0.40599,19.622,122.41,23.438,200.02,123.05,124.68,120.38,1.1,6.4788,0,0,0.75631,26.6,4920,-6,1789.2,100,4.01,2005,4296
456.55,0,-0.00098797,0.066767,0.36822,0,0.20791,-0.50898,0.20116,0.32,207,0.029223,2.269,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.1047,1.0042,5,0.20663,0.82293,-179.63,-3.5976,4296,0,0,0,0,0,0.466,0.84,1.6638,369,0,1.6826,0,0,0,10.105,0.29029,0,0.40645,19.403,123.36,23.438,201.01,124.03,125.66,120.6,1.1,6.5691,0,0,0.75241,26.4,4944,-6,1818.2,100,4.96,2005,4296
418.19,0,-0.00062978,0.063926,0.35025,0,0.048591,-0.51234,0.20358,0.32,208,0.026628,2.3347,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,1.0507,0.95522,5,0.22624,0.82637,-179.63,-3.5319,4296,0,0,0,0,0,0.0317,0.94,1.6796,369,0,1.6984,0,0,0,8.4444,0.2909,0,0.40969,19.179,124.32,23.438,201.99,125.02,126.65,120.82,1.1,6.6483,0,0,0.75746,19.9,4968,-6,1844.8,100,4.61,2005,4296
399.67,0,-0.00047799,0.060592,0.33315,0,0.089712,-0.51578,0.20228,0.32,209,0.012178,2.4004,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,0.99944,0.90859,5,0.2449,0.82453,-179.62,-3.4662,4296,0,0,0,0,0,0,0.85,1.6976,369,0,1.7164,0,0,0,5.3998,0.29057,0,0.41574,18.95,125.27,23.438,202.98,126.01,127.63,121.05,1.1,6.7355,0,0,0.75476,16.6,4992,-6,1864.8,100,2.15,2005,4296
398.02,0,-0.00043795,0.057473,0.31688,0,0.06397,-0.51928,0.20125,0.32,210,0.005,2.4661,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,0.95065,0.86423,5,0.26264,0.82306,-179.62,-3.4005,4296,0,0,0,0,0,0,0.85,1.7154,369,0,1.7341,0,0,0,3.1424,0.29031,0,0.42467,18.715,126.23,23.438,203.96,126.99,128.61,121.28,1.1,6.8219,0,0,0.75261,16.3,5016,-6,1884.4,100,0.695,2005,4296
416.48,0,-0.00052256,0.054542,0.30141,0,0.048725,-0.52285,0.20041,0.32,211,0.005,2.5319,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,0.90424,0.82204,5,0.27951,0.82187,-179.61,-3.3348,4296,0,0,0,0,0,0,0.9,1.7318,369,0,1.7506,0,0,0,3.3762,0.2901,0,0.4365,18.475,127.18,23.438,204.95,127.98,129.59,121.52,1.1,6.9026,0,0,0.75086,19.6,5040,-6,1905.9,100,0.615,2005,4296
